,date,close,open,high,low
146,2024-03-08,16085.11,16322.1,16449.7,16059.5
147,2024-03-07,16273.38,16147.32,16309.02,16096.01
148,2024-03-06,16031.54,16092.0,16128.56,15956.66
149,2024-03-05,15939.59,16077.74,16087.56,15862.63
150,2024-03-04,16207.51,16264.21,16289.06,16199.06
151,2024-03-01,16274.94,16109.83,16302.24,16096.6
152,2024-02-29,16091.92,16059.34,16115.96,15931.7
153,2024-02-28,15947.74,15969.14,16003.56,15924.72
154,2024-02-27,16035.3,16013.98,16046.1,15940.51
155,2024-02-26,15976.25,16014.45,16054.9,15973.9
156,2024-02-23,15996.82,16094.8,16134.22,15954.5
157,2024-02-22,16041.62,15904.48,16061.82,15869.24
158,2024-02-21,15580.87,15532.12,15583.68,15451.65
159,2024-02-20,15630.78,15679.84,15730.47,15508.5
160,2024-02-16,15775.65,15910.43,15917.41,15752.02
161,2024-02-15,15906.17,15865.3,15911.22,15779.72
162,2024-02-14,15859.15,15781.71,15865.51,15683.94
163,2024-02-13,15655.6,15598.88,15770.42,15551.44
164,2024-02-12,15942.55,15980.62,16080.07,15917.87
165,2024-02-09,15990.66,15842.38,16007.29,15831.76
166,2024-02-08,15793.71,15762.23,15813.27,15739.18
167,2024-02-07,15756.64,15690.35,15770.68,15645.81
168,2024-02-06,15609.0,15638.19,15652.75,15515.25
169,2024-02-05,15597.68,15613.99,15637.88,15471.68
170,2024-02-02,15628.95,15403.16,15664.21,15366.78
171,2024-02-01,15361.64,15254.02,15372.13,15208.88
172,2024-01-31,15164.01,15324.19,15405.55,15158.49
173,2024-01-30,15509.9,15628.04,15619.23,15484.67
174,2024-01-29,15628.04,15470.66,15630.58,15449.87
175,2024-01-26,15455.36,15474.85,15538.84,15433.04
176,2024-01-25,15510.5,15555.62,15597.25,15430.68
177,2024-01-24,15481.92,15560.61,15629.07,15468.91
178,2024-01-23,15425.94,15391.41,15432.35,15337.23
179,2024-01-22,15360.29,15393.05,15438.85,15333.63
180,2024-01-19,15310.97,15122.38,15310.97,15087.2
181,2024-01-18,15055.65,14994.52,15066.81,14911.11
182,2024-01-17,14855.62,14814.77,14865.76,14706.23
183,2024-01-16,14944.35,14908.26,15004.35,14863.81
184,2024-01-12,14972.76,15001.01,15047.25,14931.88
185,2024-01-11,14970.18,15020.95,15063.61,14800.38
186,2024-01-10,14969.65,14877.7,14998.2,14842.7
187,2024-01-09,14857.71,14744.13,14894.32,14716.71
188,2024-01-08,14843.77,14564.47,14846.9,14560.2
189,2024-01-05,14524.07,14500.11,14625.19,14477.57
190,2024-01-04,14510.3,14532.23,14632.77,14504.78
191,2024-01-03,14592.21,14641.47,14694.58,14577.44
192,2024-01-02,14765.94,14873.7,14887.8,14682.38
193,2023-12-29,15011.35,15099.2,15111.41,14955.37
194,2023-12-28,15095.14,15142.09,15150.07,15087.22
195,2023-12-27,15099.18,15089.66,15114.08,15051.67
196,2023-12-26,15074.57,15028.69,15101.18,15024.06
197,2023-12-22,14992.97,15006.18,15047.19,14927.12
198,2023-12-21,14963.87,14923.14,14970.81,14837.47
199,2023-12-20,14777.94,14973.36,15069.29,14776.29
200,2023-12-19,15003.22,14923.02,15003.8,14921.6
201,2023-12-18,14905.19,14814.02,14938.04,14811.82
202,2023-12-15,14813.92,14797.46,14848.4,14753.15
203,2023-12-14,14761.56,14798.72,14855.62,14642.23
204,2023-12-13,14733.96,14555.68,14743.55,14517.52
205,2023-12-12,14533.4,14423.01,14533.4,14385.39
206,2023-12-11,14432.49,14340.13,14436.08,14324.57
207,2023-12-08,14403.97,14279.46,14416.92,14264.96
208,2023-12-07,14339.99,14230.43,14353.11,14220.87
209,2023-12-06,14146.71,14325.62,14327.63,14138.51
210,2023-12-05,14229.91,14126.4,14285.66,14121.76
211,2023-12-04,14185.49,14168.66,14197.52,14058.52
212,2023-12-01,14305.03,14181.35,14311.95,14135.0
213,2023-11-30,14226.22,14265.05,14289.2,14127.05
214,2023-11-29,14258.49,14367.11,14423.22,14247.89
215,2023-11-28,14281.76,14224.63,14303.65,14195.72
216,2023-11-27,14241.02,14239.31,14305.71,14205.24
217,2023-11-24,14250.85,14238.03,14270.28,14214.13
218,2023-11-22,14265.86,14283.82,14359.61,14226.63
219,2023-11-21,14199.98,14217.23,14237.5,14146.31
220,2023-11-20,14284.53,14134.75,14309.8,14134.2
221,2023-11-17,14125.48,14101.44,14154.32,14063.93
222,2023-11-16,14113.67,14066.88,14130.45,14033.79
